search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2700681-C,Biodegradable waste pad or litter including nutrients for promoting microbial populations ,"T.F.H. Publications, Inc., Glen S. Axelrod",Glen S. Axelrod,2007-09-28,2008-09-26,2016-11-22,2016-11-22,https://patents.google.com/patent/CA2700681C/en,
CN-105248290-A,Excrement scraper for livestock breeding ,耒阳市兴农牧业有限公司,谢志清,2015-10-21,2015-10-21,2016-01-20,,https://patents.google.com/patent/CN105248290A/en,
US-2010104732-A1,Decontamination of animal feed containing prion (eg. bse agent) ,Austech Sterile Resource Recovery Pty. Ltd.,Philip William Kemp,2000-11-15,2009-10-09,2010-04-29,,https://patents.google.com/patent/US20100104732A1/en,https://patentimages.storage.googleapis.com/3a/96/b2/ea55b7aff48af6/US20100104732A1-20100429-D00001.png
CN-103222541-B,Preparation method and application of feed ,李鸿怡,李鸿怡,2013-05-27,2013-05-27,2014-07-23,2014-07-23,https://patents.google.com/patent/CN103222541B/en,
CN-101233836-B,High-efficiency organic circulating agricultural production system ,贵州吉龙生态科技有限公司,"吴启进, 杨庚齐, 许光森",2007-01-30,2007-01-30,2011-01-12,2011-01-12,https://patents.google.com/patent/CN101233836B/en,https://patentimages.storage.googleapis.com/4e/94/15/da1773b0e2c847/H20071K0141820070130E000011.png
CN-109382394-B,A kind of kitchen waste rapid degradation in-situ treatment process ,安徽天健环保股份有限公司,"孟行健, 王玉峰",2018-12-10,2018-12-10,2021-03-23,2021-03-23,https://patents.google.com/patent/CN109382394B/en,https://patentimages.storage.googleapis.com/9e/2e/63/aa28598a18c7cf/HDA0001898464460000011.png
CN-101696136-B,Passivating agent for reducing bioavailability of heavy metals in livestock waste compost and using method thereof ,湖南农业大学,"刘强, 荣湘民, 谢桂先, 宋海星, 彭建伟",2009-11-05,2009-11-05,2013-04-17,2013-04-17,https://patents.google.com/patent/CN101696136B/en,
NL-2025991-B1,Method and system for determining phase transition in young animal. ,Nedap Nv,"Johannes Wilhelmus Schutte Jort, Jan Hendrik Lammers Rudie, Sabri Romero Muller Roxie, Gerardus Franciscus Harbers Arnoldus",2020-07-03,2020-07-03,2022-03-11,2022-03-11,https://patents.google.com/patent/NL2025991B1/en,
CN-106538478-B,Method for treating livestock and poultry manure with black soldier flies and ecological cycle breeding method ,陈维权,陈维权,2016-10-27,2016-10-27,2019-10-08,2019-10-08,https://patents.google.com/patent/CN106538478B/en,
CN-104115756-B,Method for breeding beef cattle and mutton sheep standardly on large scale through photovoltaic facilities ,"丁志强, 郑怀东, 庄正, 丁嘨南","丁志强, 郑怀东, 庄正, 丁嘨南",2014-07-29,2014-07-29,2017-02-15,2017-02-15,https://patents.google.com/patent/CN104115756B/en,
CN-113329622-B,System for analyzing animal waste images ,惠托斯饲料添加剂股份有限公司,赫尔曼·罗斯,2018-11-30,2019-11-14,2023-01-10,2023-01-10,https://patents.google.com/patent/CN113329622B/en,https://patentimages.storage.googleapis.com/d6/39/01/0d6e00d426223f/HDA0003178096780000011.png
KR-101029764-B1,Apparatus for fermenting livestock manure and sewage sludge using soil microorganisms and fermentation compost manufacturing method using the same ,라현수,"라현수, 전용진",2010-12-01,2010-12-01,2011-04-19,2011-04-19,https://patents.google.com/patent/KR101029764B1/en,https://patentimages.storage.googleapis.com/3a/25/9c/36476cc7801fa9/112010079173709-pat00001.png
US-3286691-A,Odor and liquid absorbing animal litter and method of preparing same ,Arnett R Mcfadden,Arnett R Mcfadden,1964-12-23,1964-12-23,1966-11-22,1966-11-22,https://patents.google.com/patent/US3286691A/en,
CN-100544845-C,A comprehensive utilization process for the harmless treatment of domestic waste ,钟伏桥,钟伏桥,2008-03-12,2008-03-12,2009-09-30,2009-09-30,https://patents.google.com/patent/CN100544845C/en,https://patentimages.storage.googleapis.com/1b/0c/15/bbe2f62ee00957/C20081003078600061.png
US-5964187-A,Animal bedding material ,Willis; Gregory Lynn,Gregory Lynn Willis,1994-06-16,1995-06-16,1999-10-12,1999-10-12,https://patents.google.com/patent/US5964187A/en,https://patentimages.storage.googleapis.com/f0/d2/a5/a8c7f0f270e733/US5964187-drawings-page-2.png
CN-103804075-B,"Charcoal base poly aspartic acid slow-release carbamide, its preparation method and application ",中国农业科学院农业资源与农业区划研究所,"刘宏斌, 杨晋辉, 王洪媛, 陈艳雪, 翟丽梅, 刘申, 陈秉翼",2014-01-20,2014-01-20,2016-04-06,2016-04-06,https://patents.google.com/patent/CN103804075B/en,
KR-101404152-B1,Method and Arrangement for Manufacturing Functional Feed and Liquid Fertilizer from Food Waste by using Saccharization-decomposition processing apparatus ,김숙희,김숙희,2012-10-29,2012-10-29,2014-06-05,2014-06-05,https://patents.google.com/patent/KR101404152B1/en,https://patentimages.storage.googleapis.com/26/f9/0e/6ff574d29574cc/112012088347973-pat00001.png
ES-2391341-B1,"PROCEDURE FOR CONTROL OF FOOD, HEALTH AND WELFARE OF ANIMAL FROM PURCHASE TO DESTETE UNTIL SACRIFICE ",Juan Antonio ARROYO ASENSIO,Juan Antonio ARROYO ASENSIO,2011-02-15,2011-02-15,2013-10-17,2013-10-17,https://patents.google.com/patent/ES2391341B1/en,
US-4405354-A,Elimination of odors from waste material ,"Uniscope, Inc.","II Johnny M. Thomas, Richard P. Mommer",1980-04-02,1980-04-02,1983-09-20,1983-09-20,https://patents.google.com/patent/US4405354A/en,
EP-1064106-B1,Method for bio-refining organic waste material to produce denatured and sterile nutrient products ,Technologies Inc. Biosphere,Technologies Inc. Biosphere,1998-03-18,1999-03-18,2003-07-16,2003-07-16,https://patents.google.com/patent/EP1064106B1/en,
CN-103350101-B,Treating method for livestock and poultry died of diseases ,"王德亭, 吉秀兰, 郭百永","王德亭, 吉秀兰, 郭百永, 郭宝玉",2013-07-02,2013-07-02,2015-07-15,2015-07-15,https://patents.google.com/patent/CN103350101B/en,
CN-105794657-B,A kind of intelligent livestock culturing system of batch production ,四川化工职业技术学院,"张顺发, 陈昌涛, 刘秋均, 彭毅, 梅志强",2016-04-13,2016-04-13,2019-04-02,2019-04-02,https://patents.google.com/patent/CN105794657B/en,
US-8276545-B2,Animal treatment system ,"Dairy Solutions, Inc.",John S. Greeson,2006-07-20,2009-03-25,2012-10-02,2012-10-02,https://patents.google.com/patent/US8276545B2/en,https://patentimages.storage.googleapis.com/cf/8c/71/8ad23481f8e5d4/US08276545-20121002-D00000.png
CN-103503824-B,Introduce the artificial breeding breeding method of Orion Blue peacock ,孔赟荣,孔赟荣,2012-06-23,2012-06-23,2016-01-20,2016-01-20,https://patents.google.com/patent/CN103503824B/en,
CN-104262055-B,A kind of Chinese medicine slag fertilizer and production method thereof ,山东省农业科学院科技信息研究所,"王剑非, 王磊, 赵佳, 刘延忠",2014-09-28,2014-09-28,2016-07-06,2016-07-06,https://patents.google.com/patent/CN104262055B/en,
CN-112351688-A,Composition for animals and use thereof ,巴斯夫欧洲公司,"P·阿德尔, M·马图舍克",2018-06-22,2019-06-18,2021-02-09,,https://patents.google.com/patent/CN112351688A/en,
CN-205463583-U,Breed heisui river horsefly and handle kitchen garbage's device ,深圳华云环保科技发展有限公司,"李伟波, 马晋, 高琼",2016-04-07,2016-04-07,2016-08-17,2016-08-17,https://patents.google.com/patent/CN205463583U/en,
CN-114097702-A,Bionic breeding method for local chickens ,陕西国邦农业发展有限公司,"龚雅丽, 赵鹏, 唐欣",2020-08-27,2020-08-27,2022-03-01,,https://patents.google.com/patent/CN114097702A/en,
CN-106614329-B,Ecological breeding method of small-ear pigs ,红河县九冲畜牧业发展有限公司,李沙陆,2016-12-09,2016-12-09,2020-01-17,2020-01-17,https://patents.google.com/patent/CN106614329B/en,
US-7905201-B2,Automated systems for feeding animals and collecting animal excrement ,The Procter & Gamble Company,"Jeffrey Hayden Greene, Kimberly Marie Adams, Charlie Thomas Goubeaux, Susan C. Manos",2008-01-16,2009-01-16,2011-03-15,2011-03-15,https://patents.google.com/patent/US7905201B2/en,https://patentimages.storage.googleapis.com/f7/c1/0a/8c75b7598714d4/US07905201-20110315-D00000.png
US-9402378-B2,Mini space farm-A food regenerative system in the long-term space mission ,Mao Zhang,Mao Zhang,2009-02-23,2009-10-25,2016-08-02,2016-08-02,https://patents.google.com/patent/US9402378B2/en,https://patentimages.storage.googleapis.com/b2/07/a4/c4505024c8169b/US09402378-20160802-D00000.png
CN-101233835-B,Method for cultivating earthworm by cattle manure and corps stalks ,贵州吉龙生态科技有限公司,"吴启进, 杨庚齐, 许光森",2007-01-30,2007-01-30,2010-11-03,2010-11-03,https://patents.google.com/patent/CN101233835B/en,
CN-102008008-B,Ferment biological complete feed ,徐维康,徐维康,2010-06-09,2010-06-09,2013-09-11,2013-09-11,https://patents.google.com/patent/CN102008008B/en,
RU-2399289-C2,System and method of optimisation of animal production ,"Кэн Текнолоджиз, Инк., Карджилл, Инкорпорейтед","Дэвид А. КУК (US), Дэвид А. Кук, Дэниел БАРЗИЗА (US), Дэниел БАРЗИЗА, Стив Р. БУРГХАРДИ (US), Стив Р. Бургхарди, Грегори Л. ЭНГЕЛЬКЕ (US), Грегори Л. ЭНГЕЛЬКЕ, Дональд В. ГИСТИНГ (US), Дональд В. Гистинг, Джон Дж. ХАН (US), Джон Дж. ХАН, Брайан Дж. НУДСОН (US), Брайан Дж. НУДСОН, Уэйд С. МАРТИНСОН (US), Уэйд С. МАРТИНСОН, Брюс Брим МАКГУГАИ (US), Брюс Брим МАКГУГАИ, Майкл А. МЕССМАН (US), Майкл А. Мессман, Марк Д. НЬЮКОУМ (US), Марк Д. Ньюкоум, ДЕ ЛИГТ Дженнифер Л. Г. ВАН (US), Де Лигт Дженнифер Л. Г. Ван",2004-07-29,2005-07-27,2010-09-20,2010-09-20,https://patents.google.com/patent/RU2399289C2/en,https://patentimages.storage.googleapis.com/b0/9d/c3/040e7c5172e221/00000002.png
JP-4520510-B2,Human supine toilet ,"稔 中村, 株式会社サンヨーテック","稔 中村, 容河 金, 鉉玉 都",2008-02-05,2008-02-05,2010-08-04,2010-08-04,https://patents.google.com/patent/JP4520510B2/en,https://patentimages.storage.googleapis.com/ea/2f/af/010a7ce80dc483/0004520510-2.png
CN-109365492-B,Quick degradation cycle recycle system of kitchen garbage ,安徽天健环保股份有限公司,"孟行健, 王玉峰",2018-12-10,2018-12-10,2021-02-26,2021-02-26,https://patents.google.com/patent/CN109365492B/en,https://patentimages.storage.googleapis.com/22/38/ff/b14d342d7997e1/HDA0001898568430000011.png
US-8282827-B2,"System and method for producing methane, an organic based fertilizer and usable water from animal waste ",Atd Waste Systems Inc.,J. Victor Van Slyke,2009-02-27,2009-10-15,2012-10-09,2012-10-09,https://patents.google.com/patent/US8282827B2/en,https://patentimages.storage.googleapis.com/77/aa/e2/27ce49603bca64/US08282827-20121009-D00000.png
CN-110612922-B,Automatic livestock breeding system ,"徐云生, 徐霆生, 徐子腾","徐云生, 徐霆生, 徐子腾",2019-09-12,2019-09-25,2022-04-12,2022-04-12,https://patents.google.com/patent/CN110612922B/en,https://patentimages.storage.googleapis.com/09/13/ce/ec241bd721ec29/HDA0002215535040000011.png
CN-106614353-A,Live pig feeding method ,禄丰锦坤农业科技有限公司,"王坤, 王斌",2016-12-22,2016-12-22,2017-05-10,,https://patents.google.com/patent/CN106614353A/en,
CN-103896636-B,Animals died of illness corpse and organic waste method for innocent treatment ,王少宽,王少宽,2014-04-14,2014-04-14,2016-08-17,2016-08-17,https://patents.google.com/patent/CN103896636B/en,
CN-101857346-B,Biological processing technology of earthworms contained in municipal sludge ,北京龙威昌生物科技有限公司,"王崴, 何长坤, 郭非凡",2010-05-24,2010-05-24,2012-01-18,2012-01-18,https://patents.google.com/patent/CN101857346B/en,https://patentimages.storage.googleapis.com/a5/c8/83/e2a8489c732435/HSA00000145289600011.png
CN-103858822-B,A kind of raising method of black-bone chicken in Zhuxiang forest ,贵州竹乡鸡养殖有限公司,司宗贵,2014-03-28,2014-03-28,2015-09-09,2015-09-09,https://patents.google.com/patent/CN103858822B/en,
RU-2596927-C2,Method of breeding beef cattle in mountain conditions and device for its implementation ,"Федеральное государственное бюджетное научное учреждение ""Дагестанский научно-исследовательский институт сельского хозяйства имени Ф.Г. Кисриева""","Абдулгалим Хизбуллахович Галимов, Низами Абдулгалимович Галимов",2014-06-03,2014-06-03,2016-09-10,2016-09-10,https://patents.google.com/patent/RU2596927C2/en,https://patentimages.storage.googleapis.com/b8/d0/4f/cfcbbe3fedc00d/00000001.png
US-6557497-B1,Protective apparel for domestic animal ,Eileen Milligan,Eileen Milligan,2002-08-01,2002-08-01,2003-05-06,2003-05-06,https://patents.google.com/patent/US6557497B1/en,https://patentimages.storage.googleapis.com/be/dc/f3/97517aec5856bd/US06557497-20030506-D00000.png
CN-103396181-B,Method for producing biological organic fertilizer by using livestock and poultry died from diseases ,唐山金土生物有机肥有限公司,"王洪英, 周波, 梁子丽, 王学民, 王欣, 刘秀莲, 韩捷",2013-08-08,2013-08-08,2014-10-08,2014-10-08,https://patents.google.com/patent/CN103396181B/en,
US-7891114-B2,Biomass converters and processes ,"Skill Associates, Inc.",Wallace R. Lasonde,2004-04-02,2008-02-12,2011-02-22,2011-02-22,https://patents.google.com/patent/US7891114B2/en,https://patentimages.storage.googleapis.com/22/b8/bc/022cc0a802217d/US07891114-20110222-D00000.png
DE-60016767-T2,METHOD FOR CONTROLLING THE RESTORATION OF FREE-RACING ANIMALS ,Kristoffer Larsen Innovation A/S,Kristoffer Jesper LARSEN,1999-09-02,2000-09-04,2006-01-12,2006-01-12,https://patents.google.com/patent/DE60016767T2/en,
US-10618851-B2,Process for manufacturing liquid and solid organic fertilizer from animal manure ,"Envirokure, Incorporated","Sushil K. Bhalla, Gregory J. Dicosola, Devon K. Hooper, Sarabjit S. Randhava, Michael A. Laughlin",2014-02-17,2019-06-11,2020-04-14,2020-04-14,https://patents.google.com/patent/US10618851B2/en,https://patentimages.storage.googleapis.com/78/46/ba/06b0d68b8719da/US10618851-20200414-D00000.png
RU-2357426-C2,Method of reducing pet stool smell ,"Хилл`С Пет Ньютришн, Инк.","Кристина КХОО (US), Кристина КХОО, Кэти ГРОСС (US), Кэти ГРОСС, Дэйл ШЕРЛ (US), Дэйл ШЕРЛ",2003-11-26,2004-11-24,2009-06-10,2009-06-10,https://patents.google.com/patent/RU2357426C2/en,
CN-104642259-B,A kind of livestock and poultry ecological cultivation method and livestock and poultry product ,"北京华牧伟业科技有限公司, 北京农学院","石建华, 董虹, 王春华",2014-04-17,2015-03-12,2017-11-03,2017-11-03,https://patents.google.com/patent/CN104642259B/en,
CN-101703033-B,Method for building pigsty fermentation bed ,湖南省微生物研究所,"贺月林, 尹红梅, 陈文辉, 陈薇, 曾艳, 吴迎奔, 鄢一笑, 肖翰",2009-12-09,2009-12-09,2011-12-07,2011-12-07,https://patents.google.com/patent/CN101703033B/en,https://patentimages.storage.googleapis.com/94/25/19/2cc6dc588f08dd/H200910311124020091209E000011.png
US-10798917-B2,Farm system ,N.V. Nederlandsche Apparatenfabriek Nedap,"Woltherus Karsijns, Rudie Jan Hendrik Lammers",2014-10-02,2015-10-02,2020-10-13,2020-10-13,https://patents.google.com/patent/US10798917B2/en,https://patentimages.storage.googleapis.com/69/96/50/0c86abdfc68616/US10798917-20201013-D00000.png
US-11723342-B2,Composition comprising lignocellulosic fibrious material for horticultural use and method ,CCD Holdinas LLC,"Carey J. Boote, Russ Malek",2011-03-22,2021-07-30,2023-08-15,2023-08-15,https://patents.google.com/patent/US11723342B2/en,https://patentimages.storage.googleapis.com/13/a1/13/37f3823cdc43e9/US11723342-20230815-D00000.png
KR-101930218-B1,Odor removal and fermentation system of piggery using peatmoss and humic substances ,"최석봉, 조권호, 조혜진, 조해근","최석봉, 조권호, 조혜진, 조해근, 최규탁, 최규종",2018-07-12,2018-07-12,2019-03-14,2019-03-14,https://patents.google.com/patent/KR101930218B1/en,https://patentimages.storage.googleapis.com/3b/40/44/c428dfa5ec45a7/112018068740817-pat00001.png
